id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
2404,Esplanadens hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Esplanadens hälsocentral
2405,Torsås hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Torsås hälsocentral
2406,Berga hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Berga hälsocentral
2407,Sensia vårdcentral Hultsfred,1 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sensia vårdcentral Hultsfred
2408,Emmaboda hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Emmaboda hälsocentral
2409,Minikliniken i Nybro,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Minikliniken i Nybro
2410,Mönsterås vårdcentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mönsterås vårdcentral
2411,Virserums läkarhus,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Virserums läkarhus
2412,Mörbylånga hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mörbylånga hälsocentral
2413,Lindsdals hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Lindsdals hälsocentral
2414,Blå Kustens hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Blå Kustens hälsocentral
2415,Ångkvarnens läkarmottagning  Kalmar,2 - 4 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Ångkvarnens läkarmottagning  Kalmar
2416,Stora Trädgårdsgatans hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Stora Trädgårdsgatans hälsocentral
2417,RiddarHusläkarna Västervik,2 - 4 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,RiddarHusläkarna Västervik
2418,Norra Ölands läkarmottagning,1 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norra Ölands läkarmottagning
2419,Smedby hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Smedby hälsocentral
2420,Sune Blanking läkarservice Emmaboda,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Sune Blanking läkarservice Emmaboda
2421,Överums läkarhus,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Överums läkarhus
2422,Hultsfreds hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hultsfreds hälsocentral
2423,Nybro hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nybro hälsocentral
2424,Högsby hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Högsby hälsocentral
2425,Stensö hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Stensö hälsocentral
2426,Blomstermåla hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Blomstermåla hälsocentral
2427,Söderåkra hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Söderåkra hälsocentral
2428,"Sensia Hälsa, Kalmar",8 eller fler läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Sensia Hälsa, Kalmar"
2429,Läkarhuset i Hultsfred,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Läkarhuset i Hultsfred
2430,Norrlidens hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norrlidens hälsocentral
2431,Kristinebergs hälsocentral,,24,Offentlig,,,Primärvård,2,,Kristinebergs hälsocentral
2432,Vårdcentralen Wisby Söder,5 - 7 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Wisby Söder
2433,Slite Vårdcentral,2 - 4 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Slite Vårdcentral
2434,Roma vårdcentral,2 - 4 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Roma vårdcentral
2435,Hemse Vårdcentral,5 - 7 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hemse Vårdcentral
2436,Vårdcentralen Hansahälsan,2 - 4 läkare,26,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Hansahälsan
2437,"Klinte vårdcentral, Klintehamn",2 - 4 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Klinte vårdcentral, Klintehamn"
2438,Vårdcentralen Visborg,5 - 7 läkare,26,Privat,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Vårdcentralen Visborg
2439,Vårdcentralen Visby Norr,5 - 7 läkare,26,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Visby Norr
2440,Nättraby vårdcentral,2 - 4 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nättraby vårdcentral
2441,Ronneby Vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Ronneby Vårdcentral
2442,Bräkne-Hoby vårdcentral,2 - 4 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bräkne-Hoby vårdcentral
2443,Kungsmarkens vårdcentral,2 - 4 läkare,27,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Kungsmarkens vårdcentral
2444,Brunnsgårdens vårdcentral,8 eller fler läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Brunnsgårdens vårdcentral
2445,Trossö vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Trossö vårdcentral
2446,Hälsoringen Sölvesborg,2 - 4 läkare,27,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsoringen Sölvesborg
2447,Wämö vårdcentral,2 - 4 läkare,27,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Wämö vårdcentral
2448,Jämjö vårdcentral,2 - 4 läkare,27,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Jämjö vårdcentral
2449,Rödeby vårdcentral,,27,Offentlig,,,Primärvård,2,,Rödeby vårdcentral
2450,"Capio Citykliniken, Ronneby",2 - 4 läkare,27,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Capio Citykliniken, Ronneby"
2451,Samaritens vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Samaritens vårdcentral
2452,Lyckeby vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Lyckeby vårdcentral
2453,Kallinge vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Kallinge vårdcentral
2454,Läkarhuset i Karlshamn,2 - 4 läkare,27,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Läkarhuset i Karlshamn
2455,Olofströms vårdcentral,2 - 4 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Olofströms vårdcentral
2456,"Valjehälsan, Sölvesborg",2 - 4 läkare,27,Privat,Datoriserad växel,Samma dag,Primärvård,2,,"Valjehälsan, Sölvesborg"
2457,Läkehjälpen i Olofström,1 läkare,27,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkehjälpen i Olofström
2458,Familjeläkarna i Olofström,2 - 4 läkare,27,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Olofström
2459,"Hälsohuset för alla, Karlskrona",2 - 4 läkare,27,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsohuset för alla, Karlskrona"
2460,"Tvings läkarmottagning, Tving",1 läkare,27,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Tvings läkarmottagning, Tving"
2461,Sölvesborgs vårdcentral,5 - 7 läkare,27,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sölvesborgs vårdcentral
2462,Vårdcentralen Malmö-Husie,8 eller fler läkare,41,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Malmö-Husie
2463,Vårdcentralen Malmö-Bunkeflostrand,2 - 4 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Malmö-Bunkeflostrand
2464,Hälsoringen Osby,2 - 4 läkare,41,Privat,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Hälsoringen Osby
2465,Vårdcentralen Klippan,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Klippan
2466,Vårdcentralen Bara-Bokskogen,2 - 4 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Bara-Bokskogen
2467,Vårdcentralen Lund-Måsen,8 eller fler läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lund-Måsen
2468,Vårdcentralen Lund-Linero Östra Torn,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Lund-Linero Östra Torn
2469,Vårdcentralen Malmö-Sorgenfrimottagningen,8 eller fler läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Malmö-Sorgenfrimottagningen
2470,Specialisthälsan Malmö,2 - 4 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Specialisthälsan Malmö
2471,"Novakliniken, Sjöbo",,41,Privat,,,Primärvård,2,,"Novakliniken, Sjöbo"
2472,Vårdcentralen Åhus,5 - 7 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Åhus
2473,"Berga Läkarhus, Helsingborg",,41,Privat,,,Primärvård,2,,"Berga Läkarhus, Helsingborg"
2474,Capio Citykliniken Limhamn,8 eller fler läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Capio Citykliniken Limhamn
2475,Privatläkarna i Knutpunkten,2 - 4 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Privatläkarna i Knutpunkten
2476,"Novakliniken, Gärsnäs",2 - 4 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Novakliniken, Gärsnäs"
2477,Vårdcentralen Helsingborg-Husensjö,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Helsingborg-Husensjö
2478,Vårdcentralen Kristianstad-Östermalm,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kristianstad-Östermalm
2479,HälsoRingen Lönsboda,1 läkare,41,Privat,Saknar datoriserat system,Högst 14 dagar,Primärvård,2,,HälsoRingen Lönsboda
2480,"Vårdcentralen Åparken, Tyringe",2 - 4 läkare,41,Offentlig,Datoriserad växel,Samma dag,Primärvård,2,,"Vårdcentralen Åparken, Tyringe"
2481,Vårdcentralen Lund-Norra Fäladen,8 eller fler läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lund-Norra Fäladen
2482,Hälsoringen Bromölla,5 - 7 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsoringen Bromölla
2483,"Capio Citykliniken Olympia, Helsingborg",5 - 7 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Capio Citykliniken Olympia, Helsingborg"
2484,"Feelgood Vårdcentral, Malmö",1 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Feelgood Vårdcentral, Malmö"
2485,Vårdcentralen Höganäs-Delfinen,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Höganäs-Delfinen
2486,Vårdcentralen Ystad,5 - 7 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ystad
2487,E Ehnevids läkarmottagning Tomelilla,,41,Privat,,,Primärvård,2,,E Ehnevids läkarmottagning Tomelilla
2488,Limhamns läkargrupp Tärnan,8 eller fler läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Limhamns läkargrupp Tärnan
2489,Vårdcentralen Bjuv-Söderåsen,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Bjuv-Söderåsen
2490,Vårdcentralen Hässleholm-Solbrinken,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Hässleholm-Solbrinken
2491,Vårdcentralen Osby,,41,Offentlig,,,Primärvård,2,,Vårdcentralen Osby
2492,Vårdcentralen Helsingborg-Tågaborg,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Helsingborg-Tågaborg
2493,Vårdcentralen Malmö-Lunden,,41,Offentlig,,,Primärvård,2,,Vårdcentralen Malmö-Lunden
2494,Vårdcentralen Degeberga,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Degeberga
2495,Vårdcentralen Höganäs-Sjöcrona,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Höganäs-Sjöcrona
2496,Vårdcentralen Bjärred,,41,Offentlig,,,Primärvård,2,,Vårdcentralen Bjärred
2497,"Capio Citykliniken Mariastaden, Helsingborg",2 - 4 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Capio Citykliniken Mariastaden, Helsingborg"
2498,Kattens Läkargrupp,2 - 4 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Kattens Läkargrupp
2499,Vårdcentralen Vittsjö,2 - 4 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Vittsjö
2500,Vårdcentralen Vinslöv,5 - 7 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Vinslöv
2501,"Novakliniken, Tomelilla",2 - 4 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Novakliniken, Tomelilla"
2502,Capio Citykliniken Bunkeflo - Hyllie,2 - 4 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Capio Citykliniken Bunkeflo - Hyllie
2503,Laurentiikliniken vårdcentral Lund,2 - 4 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Laurentiikliniken vårdcentral Lund
2504,Vårdcentralen Helsingborg-Planteringen,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vårdcentralen Helsingborg-Planteringen
2505,Valens läkargrupp,5 - 7 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Valens läkargrupp
2506,"Multi-Clinic, Malmö",2 - 4 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Multi-Clinic, Malmö"
2507,Vårdcentralen Vellinge,5 - 7 läkare,41,Offentlig,Datoriserad växel,Samma dag,Primärvård,2,,Vårdcentralen Vellinge
2508,Vårdcentralen Knislinge,2 - 4 läkare,41,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Knislinge
2509,"Novakliniken, Svarte",,41,Privat,,,Primärvård,2,,"Novakliniken, Svarte"
2510,"Capio Citykliniken, Broby",2 - 4 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Capio Citykliniken, Broby"
2511,"Capio Citykliniken, Landskrona",2 - 4 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Capio Citykliniken, Landskrona"
2512,Vårdcentralen Dalby,8 eller fler läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Dalby
2513,Vårdcentralen Helsingborg-Ramlösa,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Helsingborg-Ramlösa
2514,Centrumläkarna Adolfsberg Helsingborg,1 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Centrumläkarna Adolfsberg Helsingborg
2515,"Novakliniken Missunna, Ystad",2 - 4 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Novakliniken Missunna, Ystad"
2516,Hälsomedicinskt Center Hjärup,2 - 4 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsomedicinskt Center Hjärup
2517,"Novakliniken, Rydsgård",2 - 4 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Novakliniken, Rydsgård"
2519,Vårdcentralen Malmö-Limhamn,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Malmö-Limhamn
2520,"Östra Läkargruppen. Praktikertjänst,  Kristianstad",5 - 7 läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Östra Läkargruppen. Praktikertjänst,  Kristianstad"
2521,Hälsocentralen Ellenbogen,5 - 7 läkare,41,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Ellenbogen
2522,"Sundets läkargrupp, Bjärred",5 - 7 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Sundets läkargrupp, Bjärred"
2523,Vårdcentralen Helsingborg-Stattena,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Helsingborg-Stattena
2524,Vårdcentralen Höör,8 eller fler läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Höör
2525,Vårdcentralen Ängelholm-Laxen,2 - 4 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ängelholm-Laxen
2526,Sveakliniken i Svedala AB,8 eller fler läkare,41,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sveakliniken i Svedala AB
2527,Vårdcentralen Förslöv,2 - 4 läkare,41,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Vårdcentralen Förslöv
2528,Vårdcentralen Malmö-Törnrosen,5 - 7 läkare,41,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Malmö-Törnrosen
2529,Kungsgårdshälsan,2 - 4 läkare,41,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Kungsgårdshälsan
2530,Vårdcentralen Perstorp,2 - 4 läkare,41,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Vårdcentralen Perstorp
2531,Vårdcentralen Lund-Nöbbelöv,,41,Offentlig,,,Primärvård,2,,Vårdcentralen Lund-Nöbbelöv
2532,Vårdcentralen Kristianstad-Näsby,5 - 7 läkare,41,Offentlig,Datoriserad växel,Samma dag,Primärvård,2,,Vårdcentralen Kristianstad-Näsby
2533,Domus Medica-Helsingborg,,41,Privat,,,Primärvård,2,,Domus Medica-Helsingborg
2534,Vårdcentralen Kristianstad-Vä,2 - 4 läkare,41,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Vårdcentralen Kristianstad-Vä
2535,"Näsets Läkargrupp, Skanör",8 eller fler läkare,41,Privat,Datoriserad växel,Samma dag,Primärvård,2,,"Näsets Läkargrupp, Skanör"
2536,Läkargården Familjeläkarna,,41,Privat,,,Primärvård,2,,Läkargården Familjeläkarna
